DISTNAME,CAMPNAME,CNTYNAME,Longitude,Latitude,STREET,CITY,ZIP,CAMPUS,year,COUNT_ALL,COUNT_BLACK,COUNT_HIS,COUNT_WHITE,COUNT_AI,COUNT_API,COUNT_ASIAN,COUNT_PI,COUNT_TWO,COUNT_ECON,COUNT_ELL,PER_BLACK,PER_HIS,PER_WHITE,PER_AI,PER_API,PER_ASIAN,PER_PI,PER_TWO,PER_ECON,PER_ELL
MANOR ISD,BLAKE MANOR EL,TRAVIS,-97.131047,32.61414,1071 W TURNER WARNELL,ARLINGTON,76001,227907105,01-01-14,718,71,519,111,0,,3,0,14,574,341,9.9,72.3,15.5,0,,0.4,0,1.9,79.9,47.5
MANOR ISD,PRESIDENTIAL MEADOWS EL,TRAVIS,-95.285857,29.699743,7500 OFFICE CITY DR,HOUSTON,77012,227907106,01-01-14,840,208,511,88,2,,13,0,18,636,312,24.8,60.8,10.5,0.2,,1.5,0,2.1,75.7,37.1
MANOR ISD,OAK MEADOWS EL,TRAVIS,-98.543009,29.324417,1400 W VILLARET BLVD,SAN ANTONIO,78224,227907107,01-01-14,597,93,476,18,1,,2,0,7,542,332,15.6,79.7,3,0.2,,0.3,0,1.2,90.8,55.6
MANOR ISD,PIONEER CROSSING EL,TRAVIS,-95.133806,29.865415,17010 BEAUMONT HWY,HOUSTON,77049,227907108,01-01-14,641,145,294,42,0,,118,1,41,453,248,22.6,45.9,6.6,0,,18.4,0.2,6.4,70.7,38.7
EANES ISD,WESTLAKE H S,TRAVIS,-96.759277,32.917425,8301 TOWNS ST,DALLAS,75243,227909001,01-01-14,2602,28,369,1841,7,,256,2,99,83,42,1.1,14.2,70.8,0.3,,9.8,0.1,3.8,3.2,1.6
EANES ISD,HILL COUNTRY MIDDLE,TRAVIS,-96.290678,30.523324,4315 GREENS PRAIRIE TRAIL,COLLEGE STATION,77845,227909041,01-01-14,959,9,109,693,2,,110,3,33,26,19,0.9,11.4,72.3,0.2,,11.5,0.3,3.4,2.7,2
EANES ISD,WEST RIDGE MIDDLE,TRAVIS,-95.11534,29.806385,16204 WOOD DR,CHANNELVIEW,77530,227909042,01-01-14,856,6,107,580,3,,123,0,37,34,5,0.7,12.5,67.8,0.4,,14.4,0,4.3,4,0.6
EANES ISD,EANES EL,TRAVIS,-94.124734,30.072286000000133,3380 FANNIN ST,BEAUMONT,77701,227909101,01-01-14,671,6,93,500,2,,47,0,23,23,33,0.9,13.9,74.5,0.3,,7,0,3.4,3.4,4.9
EANES ISD,CEDAR CREEK EL,TRAVIS,-101.801988,35.232996000000135,2004 N MARRS,AMARILLO,79107,227909102,01-01-14,483,5,84,319,3,,49,2,21,16,22,1,17.4,66,0.6,,10.1,0.4,4.3,3.3,4.6
EANES ISD,VALLEY VIEW EL,TRAVIS,-97.404167,32.774062,1316 LANCASTER AVE,FORT WORTH,76114,227909103,01-01-14,504,1,75,382,1,,21,0,24,40,21,0.2,14.9,75.8,0.2,,4.2,0,4.8,7.9,4.2
EANES ISD,FOREST TRAIL EL,TRAVIS,-106.361918,31.749034,7530 ACAPULCO AVE,EL PASO,79915,227909104,01-01-14,627,2,72,467,0,,71,0,15,7,13,0.3,11.5,74.5,0,,11.3,0,2.4,1.1,2.1
EANES ISD,BARTON CREEK EL,TRAVIS,-95.340026,29.674359,7414 SAINT LO,HOUSTON,77033,227909105,01-01-14,518,0,51,300,1,,132,0,34,3,4,0,9.8,57.9,0.2,,25.5,0,6.6,0.6,0.8
EANES ISD,BRIDGE POINT EL,TRAVIS,-97.113134,33.242589,1306 E WINDSOR ST,DENTON,76209,227909106,01-01-14,763,8,81,580,3,,62,0,29,13,21,1,10.6,76,0.4,,8.1,0,3.8,1.7,2.8
DEL VALLE ISD,DEL VALLE H S,TRAVIS,-100.30938,31.373563,8065 S US HWY 87,SAN ANGELO,76904,227910001,01-01-14,2656,312,2133,152,5,,21,2,31,2150,334,11.7,80.3,5.7,0.2,,0.8,0.1,1.2,80.9,12.6
DEL VALLE ISD,DEL VALLE OPPORTUNITY CTR,TRAVIS,-96.812007,33.042661,5601 W PARKER RD,PLANO,75093,227910002,01-01-14,199,25,156,14,2,,0,0,2,156,30,12.6,78.4,7,1,,0,0,1,78.4,15.1
DEL VALLE ISD,TRAVIS CO J J A E P,TRAVIS,-95.751313,29.519338000000126,6822 IRBY COBB BLVD,RICHMOND,77469,227910005,01-01-14,1,0,1,0,0,,0,0,0,1,1,0,100,0,0,,0,0,0,100,100
DEL VALLE ISD,DEL VALLE MIDDLE,TRAVIS,-96.987018,32.858824,3700 PLEASANT RUN,IRVING,75038,227910041,01-01-14,886,68,734,62,2,,10,1,9,731,204,7.7,82.8,7,0.2,,1.1,0.1,1,82.5,23
DEL VALLE ISD,JOHN P OJEDA J H,TRAVIS,-98.496948901999701,33.904179047000454,500 HATTON RD,WICHITA FALLS,76302,227910042,01-01-14,1002,56,878,56,2,,5,2,3,845,257,5.6,87.6,5.6,0.2,,0.5,0.2,0.3,84.3,25.6
DEL VALLE ISD,DAILEY MIDDLE,TRAVIS,-95.501752,29.705802,6700 BELLAIRE BLVD,HOUSTON,77074,227910043,01-01-14,764,142,574,36,2,,1,0,9,646,181,18.6,75.1,4.7,0.3,,0.1,0,1.2,84.6,23.7
DEL VALLE ISD,POPHAM EL,TRAVIS,-101.911645,33.329027,225 N MAIN ST,NEW HOME,79381,227910101,01-01-14,677,43,574,40,5,,5,0,10,592,279,6.4,84.8,5.9,0.7,,0.7,0,1.5,87.4,41.2
DEL VALLE ISD,SMITH EL,TRAVIS,-101.457733,31.194421,500 N PENNSYLVANIA AVE,BIG LAKE,76932,227910106,01-01-14,685,40,599,35,4,,1,1,5,620,321,5.8,87.4,5.1,0.6,,0.1,0.1,0.7,90.5,46.9
DEL VALLE ISD,HILLCREST EL,TRAVIS,-97.126204,32.886304,5300 POOL RD,COLLEYVILLE,76034,227910107,01-01-14,710,24,653,29,1,,0,0,3,645,498,3.4,92,4.1,0.1,,0,0,0.4,90.8,70.1
DEL VALLE ISD,BATY EL,TRAVIS,-98.101807,26.200099000000137,325 E SH 495,ALAMO,78516,227910108,01-01-14,786,80,654,37,1,,6,0,8,713,401,10.2,83.2,4.7,0.1,,0.8,0,1,90.7,51
DEL VALLE ISD,HORNSBY-DUNLAP EL,TRAVIS,-97.732651,31.074829,4400 SUCCESS DR,KILLEEN,76542,227910109,01-01-14,734,152,486,78,2,,3,1,12,608,231,20.7,66.2,10.6,0.3,,0.4,0.1,1.6,82.8,31.5
DEL VALLE ISD,DEL VALLE EL,TRAVIS,-97.789333,30.205898,1010 TURTLE CREEK BLVD,AUSTIN,78745,227910110,01-01-14,935,117,734,60,3,,12,0,9,789,307,12.5,78.5,6.4,0.3,,1.3,0,1,84.4,32.8
DEL VALLE ISD,CREEDMOOR EL,TRAVIS,-96.814177999999856,33.141476,7600 WOODSTREAM DR,FRISCO,75034,227910111,01-01-14,806,7,675,106,3,,0,1,14,720,436,0.9,83.7,13.2,0.4,,0,0.1,1.7,89.3,54.1
DEL VALLE ISD,JOSEPH GILBERT EL,TRAVIS,-98.148479,26.223269,400 E ELDORA RD,SAN JUAN,78589,227910112,01-01-14,770,82,655,19,2,,1,0,11,717,396,10.6,85.1,2.5,0.3,,0.1,0,1.4,93.1,51.4
LAKE TRAVIS ISD,LAKE TRAVIS H S,TRAVIS,-97.498824,31.055277,1082 S WHEAT RD,BELTON,76513,227913001,01-01-14,2401,35,434,1746,7,,93,1,85,237,46,1.5,18.1,72.7,0.3,,3.9,0,3.5,9.9,1.9
LAKE TRAVIS ISD,TRAVIS CO J J A E P,TRAVIS,-97.894553,30.095731,4410 RR 967,BUDA,78610,227913002,01-01-14,1,0,0,1,0,,0,0,0,0,0,0,0,100,0,,0,0,0,0,0
LAKE TRAVIS ISD,LAKE TRAVIS MIDDLE,TRAVIS,-95.560867,29.923166,10811 GOODSPRING DR,HOUSTON,77064,227913041,01-01-14,1043,9,146,770,6,,69,0,43,53,10,0.9,14,73.8,0.6,,6.6,0,4.1,5.1,1
LAKE TRAVIS ISD,HUDSON BEND MIDDLE,TRAVIS,-97.010079,33.027487,1601 S EDMONDS LN,LEWISVILLE,75067,227913042,01-01-14,928,9,215,643,5,,24,0,32,167,62,1,23.2,69.3,0.5,,2.6,0,3.4,18,6.7
LAKE TRAVIS ISD,LAKE TRAVIS EL,TRAVIS,-95.403745722999588,29.548916909000461,11850 BRAODWAY,PEARLAND,77584,227913101,01-01-14,947,5,403,480,1,,29,0,29,381,254,0.5,42.6,50.7,0.1,,3.1,0,3.1,40.2,26.8
LAKE TRAVIS ISD,LAKEWAY EL,TRAVIS,-96.90799,32.486913,6631 F M 1387,MIDLOTHIAN,76065,227913102,01-01-14,660,5,80,483,2,,52,0,38,19,22,0.8,12.1,73.2,0.3,,7.9,0,5.8,2.9,3.3
LAKE TRAVIS ISD,BEE CAVE ELEMENTARY,TRAVIS,-94.183970999999886,30.164499,10255 EASTEX FWY,BEAUMONT,77708,227913103,01-01-14,930,13,117,725,4,,25,0,46,85,22,1.4,12.6,78,0.4,,2.7,0,4.9,9.1,2.4
LAKE TRAVIS ISD,LAKE POINTE ELEMENTARY,TRAVIS,-95.491843,29.597547,15817 BLUE RIDGE RD,MISSOURI CITY,77489,227913104,01-01-14,596,1,77,471,3,,30,0,14,36,17,0.2,12.9,79,0.5,,5,0,2.3,6,2.9
LAKE TRAVIS ISD,SERENE HILLS EL,TRAVIS,-96.865429,33.175952,11880 TEEL PKWY,FRISCO,75034,227913105,01-01-14,718,3,113,557,3,,13,0,29,57,14,0.4,15.7,77.6,0.4,,1.8,0,4,7.9,1.9
GEORGETOWN ISD,GEORGETOWN H S,WILLIAMSON,-97.968768,29.65494,6450 N STATE HWY 123,SEGUIN,78155,246904001,01-01-14,1778,51,412,1258,6,,21,0,30,459,14,2.9,23.2,70.8,0.3,,1.2,0,1.7,25.8,0.8
GEORGETOWN ISD,CHIP RICHARTE H S,WILLIAMSON,-97.103348999999866,32.636997,6700 SILO RD,ARLINGTON,76002,246904002,01-01-14,82,4,49,27,0,,0,0,2,63,5,4.9,59.8,32.9,0,,0,0,2.4,76.8,6.1
GEORGETOWN ISD,GEORGETOWN ALTER PROG,WILLIAMSON,-97.667714,30.5299200000001,1901 SUNRISE RD,ROUND ROCK,78664,246904003,01-01-14,20,3,7,9,0,,0,0,1,14,0,15,35,45,0,,0,0,5,70,0
GEORGETOWN ISD,EAST VIEW H S,WILLIAMSON,-96.879501,32.181345000000135,300 S COLLEGE,ITALY,76651,246904004,01-01-14,1396,61,638,656,4,,15,0,22,657,59,4.4,45.7,47,0.3,,1.1,0,1.6,47.1,4.2
GEORGETOWN ISD,DOUGLAS BENOLD MIDDLE,WILLIAMSON,-100.9218,32.698861000000129,4300 AVE V,SNYDER,79549,246904040,01-01-14,885,34,230,584,4,,9,0,24,283,32,3.8,26,66,0.5,,1,0,2.7,32,3.6
GEORGETOWN ISD,JAMES TIPPIT MIDDLE,WILLIAMSON,-102.076834,36.340943,503 N 8TH ST,STRATFORD,79084,246904041,01-01-14,801,40,446,287,3,,8,1,16,483,115,5,55.7,35.8,0.4,,1,0.1,2,60.3,14.4
GEORGETOWN ISD,CHARLES A FORBES MIDDLE,WILLIAMSON,-95.480769,30.543827,215 CLARA RUDD LN,NEW WAVERLY,77358,246904042,01-01-14,715,24,279,392,1,,3,0,16,320,49,3.4,39,54.8,0.1,,0.4,0,2.2,44.8,6.9
GEORGETOWN ISD,ANNIE PURL EL,WILLIAMSON,-95.635154,29.710998,14041 ALIEF CLODINE,HOUSTON,77082,246904101,01-01-14,561,28,395,124,0,,4,0,10,436,242,5,70.4,22.1,0,,0.7,0,1.8,77.7,43.1
GEORGETOWN ISD,CARVER EL,WILLIAMSON,-98.186778,26.158635,300 E RANCHO BLANCO RD,PHARR,78577,246904102,01-01-14,397,17,225,137,0,,4,1,13,284,108,4.3,56.7,34.5,0,,1,0.3,3.3,71.5,27.2
GEORGETOWN ISD,FROST EL,WILLIAMSON,-95.476096,29.596109000000112,6015 W RIDGECREEK DR,HOUSTON,77053,246904103,01-01-14,417,25,200,172,0,,1,0,19,289,78,6,48,41.2,0,,0.2,0,4.6,69.3,18.7
GEORGETOWN ISD,PAT COOPER EL,WILLIAMSON,-106.372988,31.732948,301 MIDWAY DR,EL PASO,79915,246904104,01-01-14,573,17,275,269,0,,1,0,11,339,63,3,48,46.9,0,,0.2,0,1.9,59.2,11
GEORGETOWN ISD,DELL PICKETT EL,WILLIAMSON,-95.361133,29.638129,6107 BISSONNET,HOUSTON,77081,246904105,01-01-14,345,15,180,130,1,,7,1,11,192,64,4.3,52.2,37.7,0.3,,2,0.3,3.2,55.7,18.6
GEORGETOWN ISD,RAYE MCCOY EL,WILLIAMSON,-95.169448,29.792465000000107,14310 DUNCANNON,HOUSTON,77015,246904106,01-01-14,565,22,122,391,2,,16,0,12,155,30,3.9,21.6,69.2,0.4,,2.8,0,2.1,27.4,5.3
GEORGETOWN ISD,VILLAGE EL,WILLIAMSON,-102.728616,34.226107,514 W AVE G,MULESHOE,79347,246904107,01-01-14,411,7,67,310,1,,8,0,18,78,6,1.7,16.3,75.4,0.2,,1.9,0,4.4,19,1.5
GEORGETOWN ISD,WILLIAMS EL,WILLIAMSON,-95.108428,29.601316,16850 MIDDLEBROOK DR,HOUSTON,77059,246904108,01-01-14,347,7,228,100,0,,5,0,7,232,118,2,65.7,28.8,0,,1.4,0,2,66.9,34
GEORGETOWN ISD,JO ANN FORD EL,WILLIAMSON,-96.703861999999887,33.057987,523 SPRING CREEK PKWY,PLANO,75023,246904109,01-01-14,525,10,85,404,5,,9,2,10,87,13,1.9,16.2,77,1,,1.7,0.4,1.9,16.6,2.5
GEORGETOWN ISD,JAMES E MITCHELL EL,WILLIAMSON,-95.331786,29.731491,1700 DUMBLE,HOUSTON,77023,246904110,01-01-14,698,10,444,231,1,,2,2,8,501,286,1.4,63.6,33.1,0.1,,0.3,0.3,1.1,71.8,41
GEORGETOWN ISD,WILLIAMSON CO J J A E P,WILLIAMSON,-97.833442,30.188689000000114,2817 KENTISH DR,AUSTIN,78748,246904197,01-01-14,3,0,2,1,0,,0,0,0,1,1,0,66.7,33.3,0,,0,0,0,33.3,33.3
HUTTO ISD,HUTTO H S,WILLIAMSON,-94.805915,29.280356,1110 21ST ST,GALVESTON,77550,246906001,01-01-14,1540,221,606,632,5,,15,3,58,625,63,14.4,39.4,41,0.3,,1,0.2,3.8,40.6,4.1
HUTTO ISD,WILLIAMSON COUNTY ACADEMY,WILLIAMSON,-95.292876,29.73339,7415 HARRISBURG BLVD,HOUSTON,77011,246906002,01-01-14,2,1,0,1,0,,0,0,0,1,0,50,0,50,0,,0,0,0,50,0
HUTTO ISD,LOTT DETENTION CENTER,WILLIAMSON,-95.419671,30.02069,22352 IMPERIAL VLY,HOUSTON,77373,246906003,01-01-14,2,1,0,1,0,,0,0,0,2,0,50,0,50,0,,0,0,0,100,0
HUTTO ISD,HUTTO MIDDLE,WILLIAMSON,-97.275644,29.08994400000012,315 E GONZALES ST,YOAKUM,77995,246906041,01-01-14,910,102,405,365,0,,4,0,34,426,128,11.2,44.5,40.1,0,,0.4,0,3.7,46.8,14.1
HUTTO ISD,FARLEY MIDDLE,WILLIAMSON,-98.389587,29.509225,5110 WALZEM RD,SAN ANTONIO,78218,246906042,01-01-14,921,140,348,371,1,,16,3,42,396,50,15.2,37.8,40.3,0.1,,1.7,0.3,4.6,43,5.4
HUTTO ISD,HUTTO EL,WILLIAMSON,-94.614509,33.504458,101 W FANNIN ST,DEKALB,75559,246906101,01-01-14,589,59,185,308,0,,6,2,29,240,8,10,31.4,52.3,0,,1,0.3,4.9,40.7,1.4
HUTTO ISD,COTTONWOOD CREEK EL,WILLIAMSON,-97.283339,32.602944,2200 MCPHERSON RD,EVERMAN,76140,246906103,01-01-14,669,50,445,148,2,,2,0,22,440,263,7.5,66.5,22.1,0.3,,0.3,0,3.3,65.8,39.3
HUTTO ISD,RAY EL,WILLIAMSON,-95.111808,29.673446,4315 LUELLA,DEER PARK,77536,246906104,01-01-14,601,53,224,279,4,,8,0,33,269,20,8.8,37.3,46.4,0.7,,1.3,0,5.5,44.8,3.3
HUTTO ISD,NADINE JOHNSON EL,WILLIAMSON,-97.308494,29.092598,402 HUBBARD,YOAKUM,77995,246906121,01-01-14,681,103,260,263,2,,4,3,46,281,37,15.1,38.2,38.6,0.3,,0.6,0.4,6.8,41.3,5.4
ROUND ROCK ISD,ROUND ROCK H S,WILLIAMSON,-95.080596,29.652616000000126,10001 W FAIRMONT PKWY,LA PORTE,77571,246909001,01-01-14,2870,147,774,1656,10,,172,4,107,448,53,5.1,27,57.7,0.3,,6,0.1,3.7,15.6,1.8
ROUND ROCK ISD,ROUND ROCK OPPORT CTR DAEP,WILLIAMSON,-95.616165,29.754308,12909 BRIAR FOREST,HOUSTON,77077,246909002,01-01-14,46,10,16,17,0,,3,0,0,28,3,21.7,34.8,37,0,,6.5,0,0,60.9,6.5
ROUND ROCK ISD,WESTWOOD H S,WILLIAMSON,-98.517799,29.397279,167 HARRIMAN PL,SAN ANTONIO,78204,246909003,01-01-14,2641,93,406,1246,13,,758,4,121,362,73,3.5,15.4,47.2,0.5,,28.7,0.2,4.6,13.7,2.8
ROUND ROCK ISD,MCNEIL H S,WILLIAMSON,-99.756127,32.455347,2800 N 6TH ST,ABILENE,79603,246909004,01-01-14,2469,261,573,1135,9,,389,9,93,567,78,10.6,23.2,46,0.4,,15.8,0.4,3.8,23,3.2
ROUND ROCK ISD,STONY POINT H S,WILLIAMSON,-97.578213,25.963347,4550 U S MILITARY HWY 281,BROWNSVILLE,78520,246909007,01-01-14,2375,427,1044,693,13,,110,5,83,1038,127,18,44,29.2,0.5,,4.6,0.2,3.5,43.7,5.3
ROUND ROCK ISD,CEDAR RIDGE H S,WILLIAMSON,-96.467109,31.787565,201 S 4TH ST,WORTHAM,76693,246909008,01-01-14,2781,378,980,1140,16,,150,5,112,817,86,13.6,35.2,41,0.6,,5.4,0.2,4,29.4,3.1
ROUND ROCK ISD,SUCCESS H S,WILLIAMSON,-96.647394,33.223971,2511 CATTLEMAN DR,MCKINNEY,75070,246909011,01-01-14,133,15,73,36,0,,3,0,6,66,3,11.3,54.9,27.1,0,,2.3,0,4.5,49.6,2.3
ROUND ROCK ISD,WILLIAMSON CO J J A E P,WILLIAMSON,-97.67607,30.431882,14014 THERMAL DR,AUSTIN,78728,246909012,01-01-14,15,5,7,3,0,,0,0,0,6,1,33.3,46.7,20,0,,0,0,0,40,6.7
ROUND ROCK ISD,WM S LOTT JUVENILE CTR,WILLIAMSON,-95.446731,29.874334,8103 CARVER RD,HOUSTON,77088,246909016,01-01-14,11,1,5,5,0,,0,0,0,2,1,9.1,45.5,45.5,0,,0,0,0,18.2,9.1
ROUND ROCK ISD,C D FULKES MIDDLE,WILLIAMSON,-100.966638,35.564505,4000 BAD CATTLE COMPANY RD,PAMPA,79065,246909041,01-01-14,785,132,460,156,3,,10,1,23,566,136,16.8,58.6,19.9,0.4,,1.3,0.1,2.9,72.1,17.3
ROUND ROCK ISD,NOEL GRISHAM MIDDLE,WILLIAMSON,-96.913722,33.011483,1024 W ROSEMEADE PKWY,CARROLLTON,75007,246909042,01-01-14,672,42,180,312,2,,99,1,36,174,32,6.3,26.8,46.4,0.3,,14.7,0.1,5.4,25.9,4.8
ROUND ROCK ISD,CHISHOLM TRAIL MIDDLE,WILLIAMSON,-97.663918,26.175712,2525 HAINE DR,HARLINGEN,78550,246909043,01-01-14,1050,90,380,466,6,,65,0,43,373,69,8.6,36.2,44.4,0.6,,6.2,0,4.1,35.5,6.6
ROUND ROCK ISD,CANYON VISTA MIDDLE,WILLIAMSON,-98.772142,29.42630000000014,14045 SAN ANTONIO,SAN ANTONIO,78253,246909044,01-01-14,1301,32,154,580,5,,471,0,59,168,69,2.5,11.8,44.6,0.4,,36.2,0,4.5,12.9,5.3
ROUND ROCK ISD,DEERPARK MIDDLE,WILLIAMSON,-97.24907,32.936828,250 COLLEGE ST,KELLER,76248,246909045,01-01-14,945,140,299,375,4,,68,3,56,404,41,14.8,31.6,39.7,0.4,,7.2,0.3,5.9,42.8,4.3
ROUND ROCK ISD,HOPEWELL MIDDLE,WILLIAMSON,-97.843229,30.562855,1303 LEANDER DR,LEANDER,78641,246909046,01-01-14,895,117,340,348,3,,49,2,36,343,40,13.1,38,38.9,0.3,,5.5,0.2,4,38.3,4.5
ROUND ROCK ISD,CEDAR VALLEY MIDDLE,WILLIAMSON,-95.202623,29.841983,12822 ROBERT E LEE RD,HOUSTON,77044,246909047,01-01-14,1275,67,241,661,2,,266,1,37,124,40,5.3,18.9,51.8,0.2,,20.9,0.1,2.9,9.7,3.1
ROUND ROCK ISD,RIDGEVIEW MIDDLE SCHOOL,WILLIAMSON,-98.000325,26.196171,3801 N 5 1/2 W,WESLACO,78596,246909051,01-01-14,1361,155,414,629,5,,83,5,70,289,44,11.4,30.4,46.2,0.4,,6.1,0.4,5.1,21.2,3.2
ROUND ROCK ISD,JAMES GARLAND WALSH MIDDLE,WILLIAMSON,-97.120844,31.570963000000113,1020 ELM AVE,WACO,76704,246909052,01-01-14,1377,53,306,864,8,,103,3,40,146,35,3.8,22.2,62.7,0.6,,7.5,0.2,2.9,10.6,2.5
ROUND ROCK ISD,PFC ROBERT P HERNANDEZ MIDDLE,WILLIAMSON,-96.229968,32.436495,204 W 17TH ST,KEMP,75143,246909053,01-01-14,850,129,419,239,3,,22,4,34,524,89,15.2,49.3,28.1,0.4,,2.6,0.5,4,61.6,10.5
ROUND ROCK ISD,CLAUDE BERKMAN EL,WILLIAMSON,-99.480347,27.573518,11111 ATLANTA DR,LAREDO,78045,246909101,01-01-14,542,81,355,78,3,,8,0,17,429,217,14.9,65.5,14.4,0.6,,1.5,0,3.1,79.2,40
ROUND ROCK ISD,EL DAEP,WILLIAMSON,-96.652504,31.750225,1000 KIRVEN ST,COOLIDGE,76635,246909102,01-01-14,5,1,1,2,0,,0,0,1,3,0,20,20,40,0,,0,0,20,60,0
ROUND ROCK ISD,SPICEWOOD EL,WILLIAMSON,-98.129147,27.288674000000132,182 E COUNTY RD 401,FALFURRIAS,78355,246909105,01-01-14,765,7,106,391,3,,230,0,28,38,37,0.9,13.9,51.1,0.4,,30.1,0,3.7,5,4.8
ROUND ROCK ISD,XENIA VOIGT EL,WILLIAMSON,-97.65271,30.456701,429 GRAND AVE,PFLUGERVILLE,78660,246909106,01-01-14,605,68,439,79,7,,2,0,10,504,260,11.2,72.6,13.1,1.2,,0.3,0,1.7,83.3,43
ROUND ROCK ISD,DEEP WOOD EL,WILLIAMSON,-100.239808,35.214457,100 S ILLINOIS,SHAMROCK,79079,246909107,01-01-14,393,32,132,203,2,,8,0,16,130,13,8.1,33.6,51.7,0.5,,2,0,4.1,33.1,3.3
ROUND ROCK ISD,FOREST NORTH EL,WILLIAMSON,-96.857681,32.532644,200 LIVE OAK,RED OAK,75154,246909108,01-01-14,422,44,122,186,1,,49,1,19,206,44,10.4,28.9,44.1,0.2,,11.6,0.2,4.5,48.8,10.4
ROUND ROCK ISD,ANDERSON MILL EL,WILLIAMSON,-97.31303,33.025075,2301 TEXAN DR,JUSTIN,76247,246909109,01-01-14,477,41,231,156,1,,33,0,15,313,122,8.6,48.4,32.7,0.2,,6.9,0,3.1,65.6,25.6
ROUND ROCK ISD,KATHY CARAWAY EL,WILLIAMSON,-97.453906,32.75305,7976 WHITNEY DR,WHITE SETTLEMENT,76108,246909110,01-01-14,696,21,124,307,1,,207,1,35,114,69,3,17.8,44.1,0.1,,29.7,0.1,5,16.4,9.9
ROUND ROCK ISD,VIC ROBERTSON EL,WILLIAMSON,-95.437217,30.147212,27125 GEFFERT WRIGHT LN,SPRING,77386,246909111,01-01-14,518,43,325,116,2,,13,2,17,382,159,8.3,62.7,22.4,0.4,,2.5,0.4,3.3,73.7,30.7
ROUND ROCK ISD,PURPLE SAGE EL,WILLIAMSON,-98.710388,29.76696,121 OLD SAN ANTONIO RD,BOERNE,78006,246909113,01-01-14,345,12,157,141,1,,18,1,15,152,80,3.5,45.5,40.9,0.3,,5.2,0.3,4.3,44.1,23.2
ROUND ROCK ISD,BRUSHY CREEK EL,WILLIAMSON,-97.405890999999883,27.702084000000131,4102 REPUBLIC,CORPUS CHRISTI,78413,246909114,01-01-14,788,47,166,412,3,,114,1,45,170,50,6,21.1,52.3,0.4,,14.5,0.1,5.7,21.6,6.3
ROUND ROCK ISD,WELLS BRANCH EL,WILLIAMSON,-101.302987,32.303907,600 N MAIN,COAHOMA,79511,246909115,01-01-14,1011,192,393,275,3,,89,1,58,537,169,19,38.9,27.2,0.3,,8.8,0.1,5.7,53.1,16.7
ROUND ROCK ISD,LAUREL MOUNTAIN EL,WILLIAMSON,-97.545368,30.51584,303 CR 137,HUTTO,78634,246909116,01-01-14,790,8,46,270,1,,431,1,33,29,74,1,5.8,34.2,0.1,,54.6,0.1,4.2,3.7,9.4
ROUND ROCK ISD,POND SPRINGS EL,WILLIAMSON,-96.863736,33.155822,9400 TEEL PKWY,FRISCO,75034,246909117,01-01-14,641,44,157,333,4,,60,1,42,182,59,6.9,24.5,52,0.6,,9.4,0.2,6.6,28.4,9.2
ROUND ROCK ISD,BLUEBONNET EL,WILLIAMSON,-95.288543999999888,29.715744,1020 CORAL ST,HOUSTON,77012,246909118,01-01-14,578,48,438,76,1,,5,0,10,493,269,8.3,75.8,13.1,0.2,,0.9,0,1.7,85.3,46.5
ROUND ROCK ISD,DOUBLE FILE TRAIL EL,WILLIAMSON,-98.546677,29.36787,535 NEW LAREDO HWY,SAN ANTONIO,78211,246909119,01-01-14,726,88,284,289,3,,22,1,39,310,55,12.1,39.1,39.8,0.4,,3,0.1,5.4,42.7,7.6
ROUND ROCK ISD,LIVE OAK EL,WILLIAMSON,-97.666162500422331,27.796603144412682,208 E AVE H,ROBSTOWN,78380,246909120,01-01-14,547,42,199,236,2,,38,3,27,214,28,7.7,36.4,43.1,0.4,,6.9,0.5,4.9,39.1,5.1
ROUND ROCK ISD,GATTIS EL,WILLIAMSON,-101.906923,35.059447,6407 LAIR RD,AMARILLO,79118,246909121,01-01-14,772,115,289,283,6,,49,5,25,319,94,14.9,37.4,36.7,0.8,,6.3,0.6,3.2,41.3,12.2
ROUND ROCK ISD,OLD TOWN EL,WILLIAMSON,-95.450578,29.897483000000122,2625 W MOUNT HOUSTON,HOUSTON,77038,246909122,01-01-14,771,42,199,479,5,,25,3,18,151,35,5.4,25.8,62.1,0.6,,3.2,0.4,2.3,19.6,4.5
ROUND ROCK ISD,FERN BLUFF EL,WILLIAMSON,-97.392029,32.877013,8601 OLD DECATUR RD,FORT WORTH,76179,246909123,01-01-14,728,19,111,468,2,,87,4,37,53,18,2.6,15.2,64.3,0.3,,12,0.5,5.1,7.3,2.5
ROUND ROCK ISD,JOLLYVILLE EL,WILLIAMSON,-102.400461,34.839014,221 16TH ST,HEREFORD,79045,246909124,01-01-14,459,56,133,188,0,,58,0,24,190,52,12.2,29,41,0,,12.6,0,5.2,41.4,11.3
ROUND ROCK ISD,CANYON CREEK EL,WILLIAMSON,-96.613972,33.637419000000136,402 W PECAN,SHERMAN,75090,246909125,01-01-14,457,4,46,199,1,,190,0,17,6,21,0.9,10.1,43.5,0.2,,41.6,0,3.7,1.3,4.6
ROUND ROCK ISD,FOREST CREEK EL,WILLIAMSON,-97.998097,26.142015,1700 S BORDER,WESLACO,78596,246909126,01-01-14,850,52,204,472,1,,71,1,49,100,43,6.1,24,55.5,0.1,,8.4,0.1,5.8,11.8,5.1
